Date,const,Mkt-RF,SMB,HML,RMW,CMA,Mom
2022-07-28,0.0006233091511134375,1.2130426345388492,-0.183945429445529,-0.8377930221346888,0.30467366425848696,1.294197147976242,-0.10017169307410587
2022-07-29,0.0007599156449235214,1.222954139238297,-0.2234026787731403,-0.7797313097308358,0.300600422587266,1.1942471661197347,-0.09870228194338665
2022-08-01,0.0007160388694343123,1.2229181028978093,-0.2282391931989986,-0.77187757380984,0.2960449119794361,1.1776696982402548,-0.09383602393099369
2022-08-02,0.0007093346260776221,1.223931290631312,-0.22782762751900862,-0.7713501638560045,0.298907184525012,1.176979939514256,-0.09340031454632107
2022-08-03,0.0007508299513418676,1.2236424578033547,-0.23173243426134355,-0.7771741450638304,0.28892192622199386,1.1951135636725383,-0.1100898198260353
2022-08-04,0.0007421411822108207,1.2244316834994806,-0.23004126141855835,-0.7771126948809436,0.29025266725568716,1.1971732293912687,-0.11048569281252743
2022-08-05,0.0007594422025512539,1.2232677050056457,-0.22807694281392252,-0.7760472781394507,0.2872448279356,1.1961772651066065,-0.11102453234099899
2022-08-08,0.0007252452738241618,1.222244120136815,-0.23503856437037418,-0.7804496720534564,0.2857523741233268,1.1977721454107435,-0.10911841824535426
2022-08-09,0.0007259733081714782,1.2239716668427238,-0.23841955215659835,-0.7804307972702824,0.2876767502479902,1.2032960065147074,-0.1080121404626478
2022-08-10,0.0007498770194427528,1.2258214331374864,-0.23622427112932104,-0.7771619278375427,0.28781132378338153,1.2023965893989503,-0.11182202305944725
2022-08-11,0.0007322854783977519,1.2241346082379017,-0.2395129014838732,-0.7785591029493215,0.2846368125568013,1.1991867629318569,-0.11048154670580074
2022-08-12,0.0006966955537580944,1.224413698509363,-0.23046466949380445,-0.7739731751323708,0.28648416253947845,1.1942807240115294,-0.11196790829171335
2022-08-15,0.0007110361169015586,1.2245984515295985,-0.23667830404999257,-0.77377809892848,0.288208018899402,1.1964486917847925,-0.11583096401762001
2022-08-16,0.0006701670641514196,1.221479107973348,-0.23792553128294797,-0.7714458634279011,0.2775112229729484,1.1876856387260388,-0.1118860937339817
2022-08-17,0.0007369385374036933,1.2210286989632246,-0.24611230606759887,-0.7735815823026269,0.281877989231356,1.1802804586743276,-0.09906140784201464
2022-08-18,0.0007548614772792744,1.2171700908110532,-0.2502859117093677,-0.770230947513745,0.2756893339898871,1.1690617746183265,-0.09711291875742822
2022-08-19,0.0007437434874197052,1.2181334787628941,-0.24925961017671816,-0.7646376843519226,0.2785187148423468,1.1598179363459682,-0.10383233419517876
2022-08-22,0.0007523675209158589,1.215872682871478,-0.25062942475012145,-0.7647953684800854,0.2770439988375181,1.1569413997144988,-0.10185849758648331
2022-08-23,0.0007788318336517088,1.2153050233041447,-0.2511126737406701,-0.7619679328433653,0.27359841299103926,1.1507161862931294,-0.09994838094017244
2022-08-24,0.0007882834124991415,1.2149066485856288,-0.25136169380138856,-0.7612249288366518,0.2715583104836508,1.1493757977578685,-0.10007030575305509
2022-08-25,0.0008203239999572755,1.2150752076769487,-0.25241471044083985,-0.7581419809129913,0.26766858130939586,1.1426297201644657,-0.09654359930207582
2022-08-26,0.0008468098083283893,1.2105253943775827,-0.2549235952736962,-0.7564013365685417,0.2631605736161348,1.13711680659729,-0.09355754492946741
2022-08-29,0.0008093504563669062,1.2112484040680496,-0.25318285196378115,-0.7553634993049254,0.26400402147949936,1.135487766386091,-0.09468642107145998
2022-08-30,0.0007477906973445329,1.2129138051052135,-0.2433225164756211,-0.7412143212175293,0.2595498225747411,1.109649285045949,-0.08374449269240683
2022-08-31,0.0007549920025764335,1.2131179904924472,-0.24210841173812753,-0.7401805886352426,0.25951577735461,1.1081475554246158,-0.08356443165929425
2022-09-01,0.0007211540590781344,1.2124749405120845,-0.23462642926944752,-0.7331750043906304,0.2580112420405497,1.095306035221645,-0.08097103367688513
2022-09-02,0.0007425757463535828,1.21213902403367,-0.23409005796730212,-0.732631186801425,0.25643407971914134,1.09552098419099,-0.08043132042236067
2022-09-06,0.0007269300132070424,1.2124075696533578,-0.2313860232834093,-0.7331874510936123,0.2574460668696356,1.098393181047533,-0.08134309403484546
2022-09-07,0.0005829439367477713,1.2113303343983393,-0.21714914939867674,-0.725829769681722,0.2779295096569209,1.079395264764836,-0.07344953146107638
2022-09-08,0.0005956555111642514,1.2119010238430978,-0.21897479817674864,-0.7377870267106086,0.2914331691778186,1.1062631536271808,-0.08273876148509388
2022-09-09,0.0005813815787524376,1.2126521673972472,-0.2189206927054413,-0.7392042248879733,0.2941851761608307,1.1111703740366585,-0.08534329509330796
2022-09-12,0.0007754923988610044,1.2139306754565165,-0.2125341694805455,-0.7308885043735164,0.2973643613295467,1.087752895964098,-0.08172998945282225
2022-09-13,0.0007507742708837114,1.2192119911831951,-0.21240740227652505,-0.7311017991450806,0.30273020828895825,1.089400450954407,-0.08380223569725585
2022-09-14,0.0008214606807017406,1.2165828631913769,-0.22244067758666114,-0.7299078677418582,0.29613942586743136,1.0736761067043208,-0.07743171246281992
2022-09-15,0.0008198854022682366,1.2186372434260744,-0.22288370178485734,-0.7302793319837545,0.29644527868325193,1.074043414782821,-0.07542953529420418
2022-09-16,0.0007839637012669484,1.2180694379537136,-0.22212724922903554,-0.7247361269193935,0.28813752458835196,1.066648139094109,-0.07710290655077312
2022-09-19,0.0008711570699759716,1.223086972769516,-0.2174331127588505,-0.7132403990373842,0.29421836019343156,1.0436922028861093,-0.0694056468245122
2022-09-20,0.0009943349804103767,1.2136017164812296,-0.2272299364371408,-0.7236625697758245,0.284509263137008,1.0424438021099895,-0.05757907373852039
2022-09-21,0.0009747935801339764,1.2146665386518656,-0.22909032985607958,-0.722507892830982,0.28463840161703147,1.043993777658991,-0.059155767138841575
2022-09-22,0.000931111584776221,1.2128758216990225,-0.22555221682681553,-0.718338718115294,0.2856766127296336,1.0376192793706447,-0.06411662463475355
2022-09-23,0.0009356209391067876,1.213010944796396,-0.22553176766718325,-0.717863925463006,0.28498696189652717,1.0369762942821552,-0.06369853195377109
2022-09-26,0.0009945801265903408,1.2085765581024388,-0.2243778313849613,-0.7215541578839875,0.28526371786240157,1.0252870082383918,-0.05587160485280842
2022-09-27,0.0010304445142271337,1.2047488408536,-0.22794285526941588,-0.7249442460515749,0.2813318339425962,1.0116825434357666,-0.04983507017752272
2022-09-28,0.0008944353107190937,1.1934342870108758,-0.2481270309272682,-0.7479300349760347,0.28420162746972877,1.0348880886881364,-0.04325840831293127
2022-09-29,0.0007879134771403404,1.2033318717700088,-0.24316042539734462,-0.7509500815779115,0.2848923307990619,1.0408116664552756,-0.04319072597037517
2022-09-30,0.000741553665438425,1.208400220021141,-0.24414256261378622,-0.7529712825253162,0.2937809016002518,1.0511279618532336,-0.04761038778211388
2022-10-03,0.0007549557817880252,1.2085752800228002,-0.2405049581068881,-0.7542343017172384,0.2919361136182459,1.0530701881414701,-0.04524746775473648
2022-10-04,0.0007335006294593474,1.202863522711568,-0.24134994223617104,-0.757409041207302,0.2932721672791998,1.0496965127464413,-0.040239497212260125
2022-10-05,0.000724597944483955,1.2022049573479894,-0.23928348368877286,-0.7587627398098761,0.2945274634026694,1.0531757521060814,-0.04174737954597424
2022-10-06,0.0007649038775595948,1.1992804189328916,-0.2332744082829405,-0.7533237413744409,0.2932245324506519,1.038090741996304,-0.038286436608453114
2022-10-07,0.0007523541680411612,1.2036091727616678,-0.23303707235698753,-0.7501729126234445,0.29244958105000557,1.029772050717572,-0.037847073194603495
2022-10-10,0.0007806582035199338,1.204267914329107,-0.22222404165797655,-0.7526238417126201,0.302921143059685,1.0290685470869705,-0.03422285481325138
2022-10-11,0.000746813021933387,1.2045909008026836,-0.2318179674275681,-0.746807147657483,0.2984957874496962,1.0209625950549799,-0.03579583230594262
2022-10-12,0.0007608692210134247,1.2040500106181922,-0.2296402726856755,-0.7468478405052059,0.29553303264799835,1.0182361736761383,-0.0332546444106946
2022-10-13,0.0008140412056800437,1.2064975770352047,-0.2330489137138906,-0.7448979217459711,0.29398986398091553,1.0133697997856639,-0.031638407247326944
2022-10-14,0.0007839346355335234,1.211355050349026,-0.2363768614252885,-0.7331555841317566,0.291843020721045,0.9811816735927172,-0.02445384475287188
2022-10-17,0.0007949685165133714,1.2118719521295946,-0.23936257857936566,-0.7319967024236795,0.29120249263455045,0.9793238083227653,-0.024598131090308575
2022-10-18,0.000753381133207534,1.209651739966759,-0.23640642991540634,-0.7326449852657568,0.29224607254682305,0.9824808821357249,-0.02786699885478565
2022-10-19,0.0007713370358458121,1.2094629756713946,-0.24290124936318502,-0.7311147307797681,0.2903501912741404,0.9780271344881841,-0.023695192092670722
2022-10-20,0.0007724696273352097,1.2085288053625336,-0.24490312687493707,-0.7324558760513202,0.28896867412337063,0.9789496126508317,-0.02399768292551481
2022-10-21,0.0007967860583410009,1.2084943726974382,-0.2437103218193073,-0.7343857298254024,0.2910486741287868,0.9761031082333965,-0.021968113985149
2022-10-24,0.0007840194064538814,1.2063443986702957,-0.24251567429034343,-0.7326401129848379,0.28783263040010926,0.9727829473674102,-0.022334343967872497
2022-10-25,0.0008157712252562829,1.2068409815822627,-0.23914850315995997,-0.7306626555046407,0.2863592047627568,0.9675433006907528,-0.022043871940360116
2022-10-26,0.0007755371364975808,1.2075215641579038,-0.24333234027850137,-0.7317949599291658,0.29189882161512026,0.9647798489376904,-0.023276043013742045
2022-10-27,0.0007116187818733172,1.2073569319314577,-0.25430416784197263,-0.7417510625371495,0.29925879208462347,0.9697484438406219,-0.026223898893675518
2022-10-28,0.000775004953920778,1.2292295817961594,-0.24801486738171163,-0.7724482594517,0.3247121851528584,1.0551587419852333,-0.04422167105577701
2022-10-31,0.0008543152067428105,1.229166573835953,-0.24104282822334994,-0.7748365154284979,0.33551116514011275,1.0250834689201724,-0.028928161016556667
2022-11-01,0.0008151640036854707,1.2290735398486645,-0.2461560585203548,-0.7762036611337557,0.33396005367747184,1.017926356327905,-0.024424939585430072
2022-11-02,0.0008053581702027779,1.232250857468871,-0.24042528736861,-0.7804817363311036,0.34091345374046794,1.0248620494005352,-0.028332144598661485
2022-11-03,0.0006686239478825327,1.236902712969112,-0.2683208086483685,-0.7834114185369295,0.33805704194396563,1.0437480135944366,-0.039349876462798805
2022-11-04,0.0006694094297884428,1.223646871297471,-0.2854460490584885,-0.7939145037091992,0.3096257405108435,1.0263651769925648,-0.028817380227190992
2022-11-07,0.0006302240297831091,1.2176954289661577,-0.28289161168905447,-0.7848388375690941,0.2962432500704009,0.9992932626786093,-0.020475560296087797
2022-11-08,0.0006208432064683368,1.2172936044081584,-0.27715599536467334,-0.7816953972672722,0.29566745363477914,0.9921800483192502,-0.017093493252479094
2022-11-09,0.0005470506011228326,1.2223197659835316,-0.27730636120838087,-0.7634368835822195,0.2879296664102836,0.9652542203680647,-0.01749692423185964
2022-11-10,0.0006771671350201368,1.2354040443655336,-0.2742888305696293,-0.7436665453955907,0.31827585088909455,0.9560004958999366,-0.0673284321974624
2022-11-11,0.0007072071514869034,1.233117573763614,-0.2843724818499997,-0.7374035024652293,0.3163848259304328,0.9579065381882743,-0.08384129230329297
2022-11-14,0.0007067845223963884,1.2333956075689534,-0.2858172407574123,-0.7375703962838145,0.31667471932884983,0.9584735806374844,-0.08505937701677033
2022-11-15,0.0007140023570390624,1.2335481229235312,-0.28731373436679325,-0.7372864261012428,0.31711209152515435,0.9597977432391012,-0.08612609949080703
2022-11-16,0.0006863457875868619,1.2331701601371603,-0.2838198056497023,-0.7339038391941232,0.31612895031708477,0.9604991514506055,-0.09111577432520225
2022-11-17,0.0006751521945894024,1.235840222758796,-0.27060704114880385,-0.733831837495087,0.3189691940643316,0.9601262904054896,-0.08454715188547403
2022-11-18,0.0005494959866876242,1.2313426480780403,-0.26357349675842723,-0.7262173582401592,0.3041742391394191,0.9695259806184525,-0.09649066592269898
2022-11-21,0.00042549767790727876,1.23016373694475,-0.26683063685120045,-0.7106256702935095,0.29244497089030186,0.957559207079006,-0.10463660153571633
2022-11-22,0.00039764211673616893,1.227118895945676,-0.27347256054037694,-0.7175199676453043,0.28494334780403885,0.9452365125684932,-0.0964476064452224
2022-11-23,0.0003749517487125353,1.2268729812621495,-0.2693379865969897,-0.7191659492252933,0.28671420232081446,0.9417665342876622,-0.0925391179416572
2022-11-25,0.00032247135446601607,1.2258892945992774,-0.2772540789713289,-0.724381415842871,0.2884533057118816,0.9505599738034013,-0.09789881045437852
2022-11-28,0.00031951165705967937,1.221880788002978,-0.29404849960161694,-0.7196240289543208,0.28618656963094247,0.9395827813769337,-0.10404115162696968
2022-11-29,0.00025435935552426656,1.2198204175190646,-0.301528772210776,-0.7244806241503524,0.2846524196218789,0.9409158236624645,-0.10536439703140134
2022-11-30,0.0001279376420161559,1.2442259059854668,-0.3246339779599023,-0.6590537648491643,0.2748027209211167,0.8580306099038142,-0.09550214212636601
2022-12-01,0.00010508420059943363,1.2457398969066817,-0.3267475258279481,-0.6567904850591822,0.2596146199196614,0.8478527783938214,-0.08643339571090365
2022-12-02,0.00013692846710350618,1.2514963855193086,-0.3172984139039628,-0.6377386147023276,0.2550844055771632,0.8325513938321537,-0.085357666452954
2022-12-05,0.0001576337403814376,1.2499440595060407,-0.323791847595634,-0.6418131788379222,0.26505617448802393,0.8523760929679455,-0.09901301340025777
2022-12-06,0.00011297125638765044,1.2479326083560802,-0.3364314617347572,-0.6415465576147759,0.25835181035444926,0.8412015042890377,-0.09590531653305578
2022-12-07,3.7473739104640445e-05,1.2471049622511128,-0.33159620744924195,-0.6364636652449303,0.2644700747380919,0.8503659597924759,-0.1069976335115935
2022-12-08,-1.0924395760161288e-05,1.246576617293925,-0.3345476590272767,-0.6267259212628778,0.2700025343924496,0.831562720734657,-0.10525477981477027
2022-12-09,-5.6539098489119186e-06,1.2458034592119431,-0.3342520685786553,-0.6268178312747531,0.266942338030401,0.8278076608978395,-0.10333181939366928
2022-12-12,-4.7258246998659157e-05,1.2416383991474242,-0.32740992155826715,-0.6226809716051145,0.25869453020268063,0.8161124883273578,-0.10051956581113594
2022-12-13,-5.590643539773532e-07,1.2345379307135547,-0.3371092561838871,-0.63170838456975,0.2669407117866931,0.8321296320339666,-0.11619135693270022
2022-12-14,-7.400374983722026e-05,1.2371753596936046,-0.33167204062704453,-0.6382911659304404,0.2693519903085296,0.8424319964887157,-0.11519208615135955
2022-12-15,-0.00011156113310570906,1.2410447384461296,-0.3305552395018181,-0.6445928668676546,0.2735083746662038,0.8575216499053435,-0.11999576595239911
2022-12-16,-5.4991412737004136e-05,1.237011784806063,-0.3661076617006442,-0.6046933178348628,0.2712878010023017,0.8455827132706157,-0.1519646559090699
2022-12-19,-7.398366025876862e-05,1.2355889183493884,-0.36055743737151635,-0.606433677671729,0.2707830456053813,0.846187038040074,-0.1544299738042585
2022-12-20,-8.871378597378961e-05,1.2362019838872333,-0.360320623737566,-0.6047729206448067,0.2712952277739261,0.8436267527082568,-0.15398710087566808
2022-12-21,-7.89132513487342e-05,1.2365733336702003,-0.3605037708925593,-0.6058512181963469,0.27657158764276474,0.8452296353853036,-0.15610822645261918
2022-12-22,-0.00011332265644282665,1.237276188407522,-0.3663029010974653,-0.5996339736528604,0.2770419322002976,0.8367080069791177,-0.15835614743982396
2022-12-23,-0.00013576202707513244,1.2346421828194143,-0.3642818353490258,-0.6038567161556903,0.2732709546448165,0.83721469123816,-0.15755229640387913
2022-12-27,-0.00019875544403054075,1.2276880533327188,-0.3717220658034303,-0.5976018387597994,0.2643354588882446,0.8286846539556404,-0.16734608587291241
2022-12-28,-0.00024920630701204136,1.2342458219851589,-0.3576933378099297,-0.596145875318241,0.28130512038884786,0.8331942888542292,-0.168565642523463
2022-12-29,-0.00021529604420566617,1.2352902724174628,-0.3509057074868491,-0.5945795353272485,0.28211408348648215,0.8370737623557295,-0.17434492528216836
2022-12-30,-0.0001785886731474521,1.2340360543702888,-0.3527861839164895,-0.5932324338215513,0.2780720206704253,0.8356763646521606,-0.1753538545843471
2023-01-03,-0.0002952145692240156,1.2400851893405982,-0.35547575146778665,-0.5696350561192997,0.2547048699317329,0.754076664078896,-0.13117615058411075
2023-01-04,-0.00035227184591769085,1.2368852225335796,-0.35538735495847956,-0.5802242052490216,0.2695916518854892,0.7347082203430249,-0.11855342286602405
2023-01-05,-0.00033656851176645786,1.2371873309597214,-0.35244912397236094,-0.578760195946519,0.27150367685111937,0.7364273058471642,-0.11925530604981568
2023-01-06,-0.00031268873329320864,1.2403390546264585,-0.35141780703066705,-0.5784948686998,0.27739353551202034,0.7424137881342144,-0.12240836350581566
2023-01-09,-0.00027502351187213555,1.2387123402655698,-0.35225555698994176,-0.5725625254298425,0.2745701625577876,0.7321487998304501,-0.12347471994892953
2023-01-10,-0.0003173937496857926,1.239467031971853,-0.33274578198145144,-0.5888813291233533,0.2805907949359587,0.7299860322468179,-0.10853629033247932
2023-01-11,-0.0002940228332061383,1.2397550114417022,-0.33525183097838895,-0.5851933403739253,0.2817997041101887,0.7251180641146806,-0.11160162038298442
2023-01-12,-0.0002902705207770336,1.2394492402458301,-0.32787041826945396,-0.5839448092473521,0.28300644796762076,0.720489422317008,-0.10970347874140332
2023-01-13,-0.00026024170325155153,1.2400654948747567,-0.3274712248247099,-0.583622093847239,0.28311629061357174,0.7173567609754095,-0.10794595384972222
2023-01-17,-0.00022765670807343714,1.238497874592296,-0.3429227478537763,-0.5901418630084485,0.2700689837820285,0.7075711544398953,-0.0999635084013705
2023-01-18,-0.00022104917764847646,1.23430908602348,-0.33967181084882886,-0.5996062694056339,0.27864246808310433,0.7100793566416596,-0.10052263738692604
2023-01-19,-0.00019605669945127582,1.2350394121662005,-0.33443874025644393,-0.6007958766360186,0.28090901124029044,0.7127892183488125,-0.0993265265746116
2023-01-20,-0.00015993186485953727,1.2289795382287114,-0.34029324688361173,-0.6151273115306254,0.28380125161488046,0.7270655900954035,-0.10223410608008054
2023-01-23,-0.00012169028204779683,1.2283140473118461,-0.34790361976399764,-0.6112464686906467,0.2832768204232632,0.7234215535727229,-0.10777587705100307
2023-01-24,-0.0001116537314925997,1.2336331467776314,-0.360820541565625,-0.6092966412732409,0.2665054087342077,0.7140042611724896,-0.09631005056841335
2023-01-25,-0.00011256844707254073,1.2338815459369545,-0.3559849086059422,-0.6102390429178619,0.26755171199739897,0.712264513926403,-0.09419749347493103
2023-01-26,-0.00015308112050471922,1.2360979660164975,-0.34041917858980364,-0.6335506158164015,0.284597359241809,0.6954319872875566,-0.07372170725184707
2023-01-27,-0.00010093153970456268,1.23199856027068,-0.34514799645844263,-0.6269706515154507,0.28431971383565063,0.6861855877994931,-0.08236343451252247
2023-01-30,-0.00010806124706124918,1.232015093050744,-0.35326765582780206,-0.6246621117359248,0.2843755428358994,0.6862545029493441,-0.08625132244023204
2023-01-31,-0.00020523724076516463,1.2186126733915295,-0.34726240769435085,-0.5719382593576169,0.27082331954455946,0.6241022547466399,-0.09034735158214272
2023-02-01,-0.00022712637203738323,1.2197399160646594,-0.35126353854319536,-0.570948690996357,0.2623000546923912,0.6187802362544644,-0.08229801050996072
2023-02-02,-0.00014599415326678494,1.2170056820057524,-0.33825621125172933,-0.5648615556656154,0.2761238914948859,0.6305685043039551,-0.10989625652626203
2023-02-03,-9.040612387433984e-06,1.221915490414716,-0.29162962264922787,-0.5857430837159643,0.30884673323385525,0.6576555148534705,-0.09695238387983192
2023-02-06,-0.00011623117756574917,1.228383234422568,-0.29211039835245245,-0.6020111630689611,0.31562285677211294,0.6497294976530705,-0.08717053589101822
2023-02-07,-7.240512169634608e-05,1.2272973831842902,-0.3091456770083139,-0.5907203331674822,0.30604157612059246,0.6399596282781806,-0.09304126119595793
2023-02-08,-8.338627583624888e-05,1.2273807426825547,-0.31316027371968636,-0.5915063438986997,0.30701987282317256,0.6393116436513807,-0.09280875052201837
2023-02-09,-9.92336550100564e-05,1.2252703601137327,-0.32671863712716126,-0.5900507639585152,0.29855059938186274,0.6424390347398283,-0.09593555313742655
2023-02-10,-1.080584482470088e-05,1.2305591732991914,-0.3329701923967927,-0.6192810070878856,0.289008101756216,0.6764563616088516,-0.09165351092385399
2023-02-13,-3.094443152236033e-05,1.2326681863974112,-0.3295229515825169,-0.6265306623996826,0.29439226415596365,0.6823455248508138,-0.09002771402940715
2023-02-14,-8.00404000504363e-05,1.2354705341433019,-0.34377015624626295,-0.6384751704851894,0.29886830008208326,0.674196527315519,-0.08186620716325813
2023-02-15,-2.6861626877837494e-05,1.2334311253612265,-0.3393200381424537,-0.6306245264881162,0.28924399447279736,0.6594770232640192,-0.08115303311621784
2023-02-16,-1.2462878951084743e-05,1.2326021694890403,-0.33583596672826466,-0.6313212999542603,0.29243911959292457,0.6628733718042263,-0.08151498689534176
2023-02-17,-2.263170466222677e-05,1.2323268913052998,-0.34515093037089006,-0.62522964916479,0.2905955761088057,0.6554226448579886,-0.0831163258507517
2023-02-21,-4.839062197371761e-05,1.2346971698656,-0.33857936402655225,-0.6240494359541799,0.2909452469098641,0.649328069060361,-0.07997063380627237
2023-02-22,-3.7259046318371004e-05,1.234127266514576,-0.3381448216005003,-0.6244145669970944,0.28873189733210225,0.6484961392250033,-0.08004657216916897
2023-02-23,-2.1251462238941368e-05,1.2328037219761872,-0.3418169102750686,-0.6246989373662566,0.28709075478368057,0.648596886335997,-0.08058994309205841
2023-02-24,-2.305835397939317e-05,1.2328338250563189,-0.34168671160413316,-0.6250763149045445,0.2872075211054033,0.6491528461571701,-0.0807143825124426
2023-02-27,5.7331829994562104e-05,1.2317954577030805,-0.3370201787768057,-0.654605000873685,0.28191221719673054,0.6575512235375615,-0.07313050183975782
2023-02-28,8.430752011178203e-05,1.2366589258381793,-0.3375729547068925,-0.6433905755414837,0.28133631216396937,0.6426139528960413,-0.06866691355889377
2023-03-01,5.455817794125902e-05,1.2350585739322264,-0.34793955183850056,-0.639674537223829,0.280753292032105,0.6407460534848313,-0.07483793291145795
2023-03-02,1.7832090902867605e-05,1.2337817189367843,-0.33771128528544025,-0.6363029757560018,0.28235861773011794,0.6316884140950125,-0.07136333550809562
2023-03-03,7.263151641460127e-05,1.233891411650814,-0.35488423466280794,-0.6323950063338668,0.2749972439187862,0.617351438124195,-0.07107429623974508
2023-03-06,0.00011273371139811528,1.2317441411483045,-0.3954717974420944,-0.6310615885160055,0.26162742892921836,0.5981818255886352,-0.06762621491792103
2023-03-07,0.00016002250963361765,1.2304737890372968,-0.3977205622674799,-0.6406737477651032,0.26130061249214454,0.6145799707405213,-0.06809809329000326
2023-03-08,0.00011628612330596028,1.2423246768200407,-0.41051833178997893,-0.6343762471431776,0.27405066309684056,0.5736052969670582,-0.05268223755421391
2023-03-09,8.165695031014329e-05,1.2452754538796231,-0.4128411779102588,-0.6292355732432977,0.2741593216312724,0.5667690760664877,-0.051128738758360534
2023-03-10,8.655909263774009e-05,1.2487448964408032,-0.4043055404550035,-0.6311870930491581,0.2734013503802565,0.5524977026160033,-0.0403707667949196
2023-03-13,0.00013488369273013105,1.2507672354082748,-0.3917137179717492,-0.6083302957906408,0.2679094306592902,0.5329379711495021,-0.03684691541460323
2023-03-14,0.00010779284874009741,1.2476348361555,-0.3919598790163063,-0.6084778332626535,0.2686820522531226,0.5381481990474497,-0.04104422682101988
2023-03-15,0.00016215881882629326,1.247142249482157,-0.40067577872601784,-0.5884615539880589,0.2837891535574776,0.5065314713651393,-0.04098195201000628
2023-03-16,0.00019313338275289194,1.2514578538730294,-0.402033932793794,-0.6096172718093487,0.29669816625842277,0.5107276324255923,-0.033109243988131795
2023-03-17,0.00018926995405930426,1.2539197402149238,-0.39531605964375893,-0.6031536911417072,0.2951216688087552,0.5049408846924599,-0.03187299753936411
2023-03-20,0.00025029396627510703,1.2581734653713545,-0.39861492687390115,-0.6105976814445397,0.28007283218066664,0.5162365853491087,-0.027365369609002554
2023-03-21,0.00028873340859226376,1.2593622730334082,-0.3998656636387584,-0.6001631547008881,0.27839963240894666,0.4988086291314988,-0.02591242663706613
2023-03-22,0.00025787643411975537,1.2563982328071828,-0.3861266119395345,-0.6078923177327578,0.29035308771409973,0.48540178920318444,-0.020340457770444638
2023-03-23,0.00022872420932137195,1.2560853094584044,-0.3816590849487182,-0.6050910778738333,0.2918700068886951,0.4923686944446982,-0.024242877145984002
2023-03-24,0.00018027702438228683,1.2602228549081198,-0.35836666898305347,-0.5897092060950836,0.3113066431464425,0.4345359365036633,-0.007096884965410825
2023-03-27,0.00013732005050560124,1.2580220917777596,-0.3653231268156973,-0.5947587980736857,0.31452318300259857,0.4374103872534255,-0.010184435355432273
2023-03-28,0.00011303104189900486,1.2563957750053052,-0.36162074972483516,-0.6013072509784032,0.31728227789663666,0.43152885785288075,-0.0059595053731716155
2023-03-29,0.0001841915313902886,1.2575621059746929,-0.38170938253814496,-0.6088201843842858,0.3215443924569691,0.4056501834769727,0.004502070518467717
2023-03-30,0.00017533724419011194,1.257447343941943,-0.3763282832374278,-0.6088545973093438,0.3222154110660227,0.4044756305046257,0.005566408643021749
2023-03-31,0.00018052346999980002,1.2568539529451577,-0.3829087203804154,-0.60994451263983,0.32101943291472823,0.4102526356916265,0.0033242684871495135
2023-04-03,0.00019287218463608828,1.25783673356361,-0.3825244272173859,-0.6100180422720458,0.3217840928183402,0.41168365348770924,0.0037941677050658262
2023-04-04,0.00020531876536629542,1.2595826012825055,-0.37064227574125236,-0.6140450642917614,0.31968237619787515,0.41267583480385006,0.009752099213965956
2023-04-05,0.00015509968226262607,1.2588027911144775,-0.35080934011824166,-0.6151880124925342,0.32231892053065003,0.39422548389576295,0.02055915158466068
2023-04-06,0.00015633861449618593,1.258707775056934,-0.3511550397857733,-0.6148930316001292,0.3223477321551608,0.3935010873970232,0.020711690935802926
2023-04-10,0.00010784156510171809,1.2565728396412144,-0.37362847042824854,-0.6150866037826597,0.31829681624451306,0.4058236581578562,0.010600263720159993
2023-04-11,0.00012929444606583185,1.2587201029486135,-0.3814881640194044,-0.6214453592125956,0.31756495425943765,0.40567365868439,0.01622629573267209
2023-04-12,0.0001276938578637913,1.2586631420649055,-0.3820734603364417,-0.6198410881922354,0.3171422682057998,0.40593056339103695,0.01504278550630566
2023-04-13,0.00017797114249218019,1.2617077168596995,-0.3813867124637056,-0.6275544204649389,0.3185077565753297,0.4048174921498856,0.01879722533181348
2023-04-14,9.894171109998479e-05,1.2590428391561121,-0.3981657214884017,-0.6138078397182709,0.32079245474459794,0.3717832875196648,0.01800092818775549
2023-04-17,0.00011104065669735044,1.2590274620631294,-0.3966593684490866,-0.613205225100475,0.3180215225144939,0.3706382136514348,0.019050133487646927
2023-04-18,0.00015260638723134108,1.2579125930701935,-0.39270065716120117,-0.6098918591526404,0.31654548028775487,0.3779615932117083,0.01579520718211616
2023-04-19,0.00017451072829512062,1.2568670169191192,-0.3862390299763142,-0.6114455282169049,0.31679226838326674,0.38380464743252374,0.01278745851507003
2023-04-20,0.00019431705826111404,1.2584954170886928,-0.385254016435544,-0.603630572986698,0.32440708981521155,0.3661754259599089,0.011883648367613478
2023-04-21,0.00012265844796747485,1.2574296535356901,-0.3936898116954521,-0.5906954452807982,0.32793840529464685,0.3521503959713865,0.007403720683870255
2023-04-24,9.135610376627718e-05,1.2609343834137192,-0.3915694311343821,-0.5899380063312092,0.31333686776828634,0.3484897252146215,0.014698470191795932
2023-04-25,7.804556738816461e-05,1.2662765451911646,-0.39734524225837187,-0.5953765271786724,0.3135235679910602,0.3599045880234605,0.01620129210610296
2023-04-26,0.00011723781452970081,1.2658684954550878,-0.394169630058242,-0.6053682124627384,0.3200489850181408,0.35453259310116403,0.020424365187173103
2023-04-27,0.00010626935634808617,1.2694851131032785,-0.39300731407780565,-0.6089521578989991,0.32325934447221694,0.3510448267376626,0.024200157320963138
